"No."	"PosX"	"PosY"	"PosZ"	"FrontX"	"FrontY"	"FrontZ"	"LeftX"	"LeftY"	"LeftZ"	"UpX"	"UpY"	"UpZ"
1738	88.208811	7.612991	-33.597632	0.391985	-0.232333	0.890151	0.426543	0.903198	0.047906	-0.815113	0.360909	0.453140
1739	88.394214	7.496815	-33.148132	0.350737	-0.232226	0.907224	0.455140	0.888924	0.051582	-0.818432	0.394822	0.417474
1740	88.560211	7.380996	-32.691003	0.311135	-0.230734	0.921931	0.483802	0.873427	0.055320	-0.818004	0.428820	0.383384
1741	88.706469	7.266258	-32.226899	0.273170	-0.227874	0.934586	0.512475	0.856667	0.059084	-0.814093	0.462813	0.350795
1742	88.833017	7.153446	-31.756566	0.236783	-0.223507	0.945504	0.541010	0.838671	0.062768	-0.806996	0.496665	0.319503
1743	88.942424	7.043130	-31.281375	0.201604	-0.217554	0.955001	0.569245	0.819473	0.066510	-0.797067	0.530221	0.289050
1744	89.035199	6.936049	-30.801916	0.167412	-0.209905	0.963283	0.597031	0.799125	0.070374	-0.784555	0.563328	0.259102
1745	89.110790	6.833340	-30.318494	0.133832	-0.200264	0.970558	0.624179	0.777730	0.074407	-0.769733	0.595844	0.229086
1746	89.168735	6.736270	-29.831483	0.100929	-0.188558	0.976862	0.650684	0.755274	0.078558	-0.752612	0.627699	0.198921
1747	89.210960	6.645394	-29.341679	0.068518	-0.174771	0.982222	0.676293	0.731935	0.083059	-0.733439	0.658579	0.168348
1748	89.237867	6.561552	-28.849538	0.037352	-0.159208	0.986538	0.701086	0.707668	0.087660	-0.712097	0.688374	0.138051
1749	89.249340	6.486031	-28.355445	0.008185	-0.142073	0.989822	0.725082	0.682494	0.091965	-0.688614	0.716950	0.108601
1750	89.246025	6.419982	-27.859871	-0.018358	-0.123591	0.992163	0.748314	0.656418	0.095614	-0.663091	0.744205	0.080434
1751	89.230657	6.363098	-27.363393	-0.042093	-0.104011	0.993685	0.770752	0.629469	0.098537	-0.635743	0.770032	0.053671
1752	89.204585	6.315828	-26.866347	-0.062840	-0.083533	0.994522	0.792385	0.601668	0.100603	-0.606775	0.794366	0.028382
1753	89.168753	6.279181	-26.369005	-0.080350	-0.062299	0.994818	0.813206	0.573045	0.101568	-0.576403	0.817153	0.004618
1754	89.124504	6.253976	-25.871626	-0.094561	-0.040385	0.994700	0.833187	0.543637	0.101279	-0.544846	0.838348	-0.017759
1755	89.074196	6.239435	-25.374401	-0.105787	-0.017898	0.994228	0.852234	0.513529	0.099923	-0.512353	0.857886	-0.039072
1756	89.019204	6.235828	-24.877469	-0.114024	0.005223	0.993464	0.870293	0.482818	0.097348	-0.479154	0.875705	-0.059599
1757	88.960778	6.244168	-24.380983	-0.119197	0.029043	0.992446	0.887340	0.451566	0.093359	-0.445443	0.891765	-0.079596
1758	88.900443	6.265360	-23.885110	-0.121217	0.053758	0.991169	0.903320	0.419907	0.087699	-0.411484	0.905974	-0.099461
1759	88.839902	6.298650	-23.389933	-0.120464	0.079305	0.989545	0.918162	0.387902	0.080687	-0.377448	0.918282	-0.119543
1760	88.780185	6.344255	-22.895635	-0.118190	0.104633	0.987463	0.931674	0.355715	0.073821	-0.343531	0.928719	-0.139526
1761	88.721747	6.402452	-22.402502	-0.115457	0.128409	0.984978	0.943767	0.323446	0.068459	-0.309797	0.937493	-0.158532
1762	88.664837	6.472644	-21.910750	-0.112449	0.149763	0.982307	0.954440	0.291271	0.064852	-0.276405	0.944845	-0.175692
1763	88.609455	6.552433	-21.420289	-0.109137	0.168338	0.979669	0.963781	0.259189	0.062831	-0.243343	0.951043	-0.190528
1764	88.555729	6.640408	-20.931040	-0.105510	0.183643	0.977314	0.971826	0.227345	0.062198	-0.210765	0.956342	-0.202456
1765	88.503902	6.735207	-20.442858	-0.101656	0.194982	0.975524	0.978627	0.195808	0.062843	-0.178762	0.961063	-0.210720
1766	88.454196	6.834841	-19.955415	-0.097500	0.201776	0.974567	0.984238	0.164719	0.064364	-0.147542	0.965481	-0.214655
1767	88.406543	6.936639	-19.468213	-0.093060	0.204158	0.974505	0.988746	0.134100	0.066326	-0.117140	0.969710	-0.214340
1768	88.361089	7.038521	-18.980819	-0.088353	0.202027	0.975387	0.992217	0.104114	0.068313	-0.087750	0.973830	-0.209653
1769	88.318130	7.138119	-18.492729	-0.083274	0.195176	0.977226	0.994741	0.074964	0.069795	-0.059634	0.977899	-0.200392
1770	88.277963	7.232835	-18.003434	-0.077753	0.183726	0.979898	0.996425	0.046906	0.070270	-0.033053	0.981858	-0.186716
1771	88.240519	7.321092	-17.512722	-0.071911	0.168550	0.983067	0.997378	0.020222	0.069491	-0.008167	0.985486	-0.169562
1772	88.205951	7.401272	-17.020418	-0.065736	0.150005	0.986497	0.997726	-0.004857	0.067223	0.014876	0.988673	-0.149345
1773	88.174680	7.471095	-16.526324	-0.058942	0.127970	0.990025	0.997621	-0.027979	0.063010	0.035763	0.991383	-0.126016
1774	88.147212	7.528385	-16.030400	-0.051409	0.102858	0.993367	0.997212	-0.048592	0.056640	0.054095	0.993508	-0.100073
1775	88.123493	7.573021	-15.532995	-0.043329	0.075473	0.996206	0.996609	-0.066549	0.048388	0.069949	0.994925	-0.072334
1776	88.103783	7.604060	-15.034381	-0.034739	0.046241	0.998326	0.995926	-0.081576	0.038434	0.083217	0.995594	-0.043219
1777	88.088594	7.619775	-14.534891	-0.025628	0.015411	0.999553	0.995288	-0.093146	0.026955	0.093520	0.995533	-0.012951
1778	88.078371	7.618771	-14.035033	-0.015999	-0.016790	0.999731	0.994804	-0.100805	0.014227	0.100539	0.994764	0.018315
1779	88.072882	7.602040	-13.535392	-0.005926	-0.050069	0.998728	0.994510	-0.104637	0.000655	0.104471	0.993249	0.050414
1780	88.072326	7.569127	-13.036521	0.004528	-0.083619	0.996488	0.994440	-0.104461	-0.013285	0.105205	0.991008	0.082681
1781	88.077159	7.519873	-12.539009	0.015121	-0.113123	0.993466	0.994623	-0.100107	-0.026537	0.102455	0.988525	0.111001
1782	88.087642	7.456324	-12.043198	0.025964	-0.138282	0.990052	0.995043	-0.091531	-0.038879	0.095996	0.986154	0.135220
1783	88.103465	7.381166	-11.549161	0.037361	-0.161780	0.986119	0.995584	-0.079019	-0.050683	0.086122	0.983658	0.158113
1784	88.124894	7.295184	-11.057098	0.049502	-0.182298	0.981996	0.996113	-0.062718	-0.061857	0.072865	0.981241	0.178484
1785	88.153120	7.199925	-10.567085	0.064420	-0.198532	0.977975	0.996350	-0.042205	-0.074198	0.056006	0.979185	0.195089
1786	88.189809	7.097171	-10.079147	0.080945	-0.210305	0.974279	0.996090	-0.017647	-0.086566	0.035398	0.977476	0.208055
1787	88.234530	6.989867	-9.592864	0.097912	-0.218186	0.970983	0.995130	0.010305	-0.098032	0.011383	0.975853	0.218132
1788	88.287469	6.879360	-9.108123	0.114683	-0.223668	0.967895	0.993271	0.041629	-0.108069	-0.016121	0.973776	0.226938
1789	88.348448	6.766850	-8.624785	0.129099	-0.225646	0.965618	0.990514	0.075573	-0.114767	-0.047078	0.971274	0.233262
1790	88.416346	6.654343	-8.142366	0.140869	-0.223784	0.964405	0.986696	0.111591	-0.118231	-0.081161	0.968229	0.236527
1791	88.489324	6.543520	-7.660300	0.150392	-0.218844	0.964100	0.981581	0.149271	-0.119235	-0.117818	0.964275	0.237262
1792	88.566362	6.435718	-7.178180	0.157788	-0.211219	0.964619	0.974972	0.188270	-0.118257	-0.156631	0.959136	0.235639
1793	88.646628	6.332438	-6.695597	0.163018	-0.201151	0.965900	0.966664	0.228487	-0.115564	-0.197450	0.952540	0.231693
1794	88.729112	6.235072	-6.212160	0.166206	-0.188981	0.967813	0.956468	0.269656	-0.111603	-0.239886	0.944231	0.225573
1795	88.812661	6.143947	-5.727693	0.167464	-0.175336	0.970161	0.944253	0.311450	-0.106704	-0.283447	0.933947	0.217718
1796	88.896229	6.059590	-5.242005	0.165836	-0.160956	0.972929	0.930073	0.353489	-0.100052	-0.327816	0.921487	0.208322
1797	88.978028	5.982666	-4.754785	0.160290	-0.146250	0.976175	0.914051	0.395289	-0.090867	-0.372582	0.906839	0.197041
1798	89.055767	5.913599	-4.265730	0.150534	-0.131278	0.979850	0.896194	0.436536	-0.079196	-0.417343	0.890058	0.183364
1799	89.127836	5.851749	-3.774850	0.136766	-0.116145	0.983771	0.876511	0.476898	-0.065552	-0.461545	0.871251	0.167026
1800	89.192338	5.797188	-3.282058	0.118830	-0.100911	0.987773	0.855068	0.516086	-0.050142	-0.504716	0.850572	0.147612
1801	89.246553	5.750433	-2.787234	0.096330	-0.085580	0.991664	0.831978	0.553825	-0.033024	-0.546382	0.828223	0.124550
1802	89.287601	5.711815	-2.290454	0.069093	-0.070148	0.995141	0.807353	0.589891	-0.014473	-0.586009	0.804430	0.097392
1803	89.314499	5.680573	-1.792206	0.037649	-0.054793	0.997788	0.781216	0.624243	0.004803	-0.623125	0.779307	0.066307
1804	89.325399	5.656674	-1.292947	0.002454	-0.039615	0.999212	0.753616	0.656870	0.024192	-0.657311	0.752962	0.031466
1805	89.317496	5.640481	-0.793325	-0.035817	-0.024729	0.999052	0.724646	0.687778	0.043003	-0.688189	0.725500	-0.006715
1806	89.288670	5.632015	-0.294289	-0.076511	-0.010522	0.997013	0.694418	0.716994	0.060857	-0.715493	0.697000	-0.047552
1807	89.239762	5.630078	0.203228	-0.119401	0.002595	0.992843	0.663061	0.744512	0.077795	-0.738981	0.667604	-0.090616
1808	89.169783	5.634194	0.698213	-0.164346	0.014624	0.986294	0.630784	0.770282	0.093686	-0.758355	0.637535	-0.135818
1809	89.076371	5.644215	1.189230	-0.211178	0.025666	0.977111	0.597901	0.794212	0.108359	-0.773252	0.607098	-0.183066
1810	88.957720	5.659813	1.674611	-0.259601	0.035749	0.965054	0.564706	0.816275	0.121668	-0.783400	0.576557	-0.232093
1811	88.815548	5.679974	2.153433	-0.309045	0.044814	0.949991	0.531354	0.836582	0.133393	-0.788768	0.546006	-0.282353
1812	88.649491	5.704265	2.624320	-0.359033	0.052859	0.931827	0.498115	0.855169	0.143413	-0.789289	0.515647	-0.333363
1813	88.457864	5.732453	3.085177	-0.409041	0.059986	0.910542	0.465339	0.872054	0.151593	-0.784949	0.485719	-0.384620
1814	88.239855	5.764122	3.533920	-0.458527	0.066091	0.886220	0.433321	0.887276	0.158029	-0.775878	0.456479	-0.435478
1815	87.998374	5.798441	3.970252	-0.506820	0.071148	0.859111	0.402199	0.900988	0.162656	-0.762476	0.427971	-0.485254
1816	87.734081	5.834943	4.392992	-0.553202	0.075065	0.829658	0.372178	0.913281	0.165532	-0.745286	0.400353	-0.533166
1817	87.446633	5.873152	4.800205	-0.596990	0.077666	0.798480	0.343510	0.924194	0.166934	-0.724985	0.373944	-0.578414
1818	87.137009	5.912268	5.190742	-0.637280	0.078325	0.766642	0.316118	0.933840	0.167369	-0.702812	0.349010	-0.619877
1819	86.808791	5.951174	5.565790	-0.674746	0.076958	0.734026	0.289782	0.942307	0.167584	-0.678781	0.325784	-0.658119
1820	86.463208	5.988998	5.925038	-0.709593	0.073788	0.700737	0.264601	0.949621	0.167949	-0.653042	0.304591	-0.693369
1821	86.100439	6.024840	6.267155	-0.741970	0.069281	0.666844	0.240886	0.955775	0.168724	-0.625664	0.285821	-0.725845
1822	85.721176	6.058029	6.591177	-0.772059	0.063780	0.632343	0.218720	0.960842	0.170132	-0.596730	0.269658	-0.755776
1823	85.328012	6.088371	6.898455	-0.800097	0.057536	0.597105	0.197877	0.964989	0.172163	-0.566294	0.255901	-0.783470
1824	84.921831	6.115524	7.188642	-0.826244	0.050480	0.561046	0.178048	0.968320	0.175085	-0.534434	0.244556	-0.809057
1825	84.502732	6.138933	7.460200	-0.850593	0.042870	0.524074	0.159251	0.970865	0.179052	-0.501130	0.235759	-0.832638
1826	84.071228	6.158130	7.711936	-0.873212	0.034576	0.486112	0.141124	0.972682	0.184320	-0.466459	0.229552	-0.854237
1827	83.629311	6.173235	7.945175	-0.894127	0.025835	0.447068	0.123476	0.973857	0.190672	-0.430454	0.225687	-0.873942
1828	83.177753	6.184038	8.159432	-0.913299	0.016790	0.406944	0.106179	0.974415	0.198093	-0.393207	0.224127	-0.891715
1829	82.716842	6.190278	8.352970	-0.930581	0.008170	0.365994	0.089733	0.974343	0.206407	-0.354917	0.224921	-0.907438
1830	82.247313	6.192174	8.524651	-0.945922	0.000382	0.324394	0.074324	0.973653	0.215580	-0.315765	0.228032	-0.921029
1831	81.770929	6.190534	8.676229	-0.959303	-0.006639	0.282302	0.059635	0.972412	0.225517	-0.276011	0.233174	-0.932442
1832	81.288570	6.185708	8.807519	-0.970721	-0.012868	0.239865	0.045511	0.970626	0.236251	-0.235859	0.240250	-0.941621
1833	80.800841	6.177879	8.917055	-0.980193	-0.018349	0.197192	0.031749	0.968261	0.247915	-0.195482	0.249265	-0.948501
1834	80.308630	6.167351	9.003978	-0.987742	-0.023151	0.154372	0.018097	0.965288	0.260559	-0.155045	0.260158	-0.953036
1835	79.813287	6.154722	9.070315	-0.993399	-0.027227	0.111432	0.004375	0.961723	0.273989	-0.114627	0.272668	-0.955255
1836	79.315657	6.140303	9.116043	-0.997184	-0.030575	0.068484	-0.009569	0.957536	0.288156	-0.074387	0.286689	-0.955131
1837	78.816537	6.124316	9.139808	-0.999120	-0.033316	0.025497	-0.024032	0.952663	0.303078	-0.034387	0.302198	-0.952625
1838	78.316895	6.107075	9.140867	-0.999222	-0.035383	-0.017427	-0.039093	0.947056	0.318680	0.005229	0.319114	-0.947702
1839	77.817677	6.089009	9.121331	-0.997497	-0.036854	-0.060344	-0.055005	0.940715	0.334710	0.044431	0.337191	-0.940387
1840	77.319701	6.070404	9.081222	-0.993955	-0.037616	-0.103145	-0.071760	0.933609	0.351033	0.083093	0.356312	-0.930665
1841	76.823977	6.051535	9.019226	-0.988579	-0.037789	-0.145889	-0.089626	0.925674	0.367552	0.121156	0.376430	-0.918489
1842	76.331591	6.032851	8.934687	-0.981396	-0.036869	-0.188420	-0.108203	0.916901	0.384166	0.158599	0.397407	-0.903833
1843	75.843101	6.014933	8.829884	-0.972506	-0.034593	-0.230296	-0.127178	0.907311	0.400766	0.195086	0.419036	-0.886764
1844	75.359253	5.998416	8.705165	-0.962003	-0.030966	-0.271276	-0.146538	0.896887	0.417278	0.230383	0.441175	-0.867346
1845	74.881145	5.984039	8.559734	-0.949994	-0.026110	-0.311176	-0.166387	0.885583	0.433658	0.264249	0.463747	-0.845642
1846	74.409759	5.972539	8.393577	-0.936624	-0.020211	-0.349752	-0.186817	0.873362	0.449819	0.296369	0.486651	-0.821788
1847	73.945114	5.964178	8.209267	-0.922040	-0.013202	-0.386869	-0.207690	0.860258	0.465639	0.326660	0.509687	-0.795935
1848	73.487726	5.959412	8.007480	-0.906365	-0.005164	-0.422463	-0.229028	0.846266	0.481019	0.355032	0.532735	-0.768209
1849	73.038594	5.958939	7.787863	-0.889724	0.003710	-0.456483	-0.250933	0.831365	0.495847	0.381344	0.555714	-0.738755
1850	72.598475	5.963373	7.550735	-0.872291	0.013354	-0.488804	-0.273338	0.815550	0.510064	0.405455	0.578533	-0.707747
1851	72.166920	5.972641	7.298505	-0.854130	0.023737	-0.519518	-0.296207	0.798886	0.523491	0.427461	0.601014	-0.675321
1852	71.744215	5.987065	7.031924	-0.835379	0.034839	-0.548569	-0.319439	0.781395	0.536079	0.447326	0.623063	-0.641632
1853	71.331224	6.007321	6.750876	-0.816124	0.046541	-0.576000	-0.343038	0.763115	0.547704	0.465045	0.644585	-0.606831
1854	70.928512	6.033941	6.455788	-0.796503	0.058904	-0.601758	-0.366817	0.744093	0.558365	0.480654	0.665474	-0.571065
1855	70.535325	6.066617	6.148721	-0.776510	0.071757	-0.626006	-0.390847	0.724419	0.567852	0.494238	0.685615	-0.534472
1856	70.151802	6.105588	5.830362	-0.756189	0.085116	-0.648793	-0.415020	0.704177	0.576101	0.505901	0.704904	-0.497166
1857	69.778756	6.151435	5.500665	-0.735466	0.098581	-0.670351	-0.439613	0.683421	0.582818	0.515587	0.723338	-0.459296
1858	69.416746	6.204379	5.159911	-0.714539	0.111907	-0.690588	-0.464637	0.662061	0.588037	0.523017	0.741048	-0.421072
1859	69.064768	6.263730	4.809839	-0.693684	0.125241	-0.709308	-0.489811	0.639994	0.592024	0.528099	0.758104	-0.382609
1860	68.722761	6.329478	4.451124	-0.672968	0.138599	-0.726571	-0.515098	0.617141	0.594820	0.530838	0.774550	-0.343924
1861	68.391283	6.402056	4.083935	-0.652488	0.151972	-0.742404	-0.540474	0.593379	0.596481	0.531175	0.790447	-0.305035
1862	68.070564	6.481709	3.708742	-0.632294	0.165367	-0.756874	-0.565939	0.568584	0.597014	0.529073	0.805833	-0.265924
1863	67.759481	6.567822	3.326928	-0.612366	0.178870	-0.770074	-0.591424	0.542737	0.596368	0.524620	0.820635	-0.226566
1864	67.457889	6.660429	2.939061	-0.592762	0.192471	-0.782041	-0.616904	0.515728	0.594521	0.517748	0.834853	-0.186968
1865	67.166217	6.760007	2.545373	-0.573616	0.206157	-0.792757	-0.642344	0.487343	0.591516	0.508290	0.848526	-0.147124
1866	66.884547	6.866838	2.146338	-0.554929	0.219923	-0.802301	-0.667727	0.457472	0.587248	0.496180	0.861599	-0.107017
1867	66.611713	6.980311	1.743024	-0.536728	0.233793	-0.810718	-0.692960	0.426045	0.581629	0.481383	0.873972	-0.066661
1868	66.347476	7.100485	1.335940	-0.519121	0.247848	-0.817976	-0.717886	0.392944	0.574661	0.463847	0.885532	-0.026059
1869	66.092111	7.227872	0.925398	-0.502113	0.262027	-0.824151	-0.742496	0.357971	0.566177	0.443376	0.896213	0.014812
1870	65.845556	7.362790	0.511887	-0.485743	0.276360	-0.829264	-0.766690	0.320935	0.556045	0.419809	0.905884	0.055991
1871	65.606708	7.504648	0.096184	-0.469966	0.290917	-0.833366	-0.790262	0.281912	0.544070	0.393215	0.914272	0.097412
1872	65.375287	7.653549	-0.321256	-0.454773	0.305742	-0.836483	-0.813041	0.240840	0.530058	0.363520	0.921150	0.139053
1873	65.151491	7.810110	-0.740052	-0.440228	0.320834	-0.838609	-0.834874	0.197452	0.513808	0.330432	0.926325	0.180932
1874	64.935184	7.974696	-1.159706	-0.426594	0.336034	-0.839701	-0.855424	0.151592	0.495247	0.293712	0.929570	0.222783
1875	64.725022	8.146552	-1.579567	-0.414696	0.351171	-0.839468	-0.874040	0.102918	0.474828	0.253142	0.930638	0.264258
1876	64.520099	8.325701	-1.998971	-0.404735	0.366518	-0.837767	-0.890228	0.051470	0.452597	0.209004	0.928986	0.305453
1877	64.319779	8.512797	-2.417130	-0.396711	0.382294	-0.834549	-0.903646	-0.002812	0.428270	0.161379	0.924036	0.346574
1878	64.123188	8.708386	-2.833166	-0.390592	0.398742	-0.829725	-0.913900	-0.059707	0.401524	0.110565	0.915117	0.387731
1879	63.929066	8.912046	-3.246476	-0.386326	0.415931	-0.823258	-0.920595	-0.118646	0.372059	0.057074	0.901623	0.428740
1880	63.736555	9.124142	-3.656283	-0.383973	0.433929	-0.815028	-0.923343	-0.179174	0.339609	0.001334	0.882951	0.469463
1881	63.544735	9.345672	-4.061394	-0.383741	0.452813	-0.804800	-0.921721	-0.240983	0.303904	-0.056332	0.858421	0.509843
1882	63.352396	9.577400	-4.460505	-0.385997	0.472536	-0.792285	-0.915254	-0.303598	0.264835	-0.115392	0.827368	0.549678
1883	63.158243	9.818684	-4.853010	-0.391287	0.492588	-0.777336	-0.903485	-0.366208	0.222725	-0.174955	0.789461	0.588339
1884	62.960799	10.069596	-5.237760	-0.399870	0.512549	-0.759867	-0.886161	-0.427970	0.177654	-0.234144	0.744403	0.625333
1885	62.758105	10.330646	-5.612912	-0.411915	0.532039	-0.739771	-0.863162	-0.487996	0.129657	-0.292022	0.691950	0.660249
1886	62.548092	10.601741	-5.976732	-0.427538	0.550605	-0.716970	-0.834501	-0.545338	0.078824	-0.347590	0.632013	0.692633
1887	62.329741	10.881363	-6.328986	-0.446477	0.567651	-0.691687	-0.800507	-0.598788	0.025308	-0.399808	0.565000	0.721754
1888	62.101558	11.168737	-6.668541	-0.468597	0.582697	-0.663989	-0.761538	-0.647393	-0.030693	-0.447746	0.491270	0.747113
1889	61.861264	11.463257	-6.993291	-0.493876	0.595296	-0.633805	-0.718026	-0.690319	-0.088873	-0.490433	0.411196	0.768370
1890	61.606837	11.763657	-7.301452	-0.522048	0.605038	-0.601161	-0.670672	-0.726650	-0.148925	-0.526939	0.325436	0.785128
1891	61.338263	12.067870	-7.593401	-0.552658	0.611430	-0.566324	-0.620271	-0.755616	-0.210495	-0.556626	0.234942	0.796850
1892	61.054515	12.374343	-7.868134	-0.585165	0.614282	-0.529376	-0.567824	-0.776449	-0.273318	-0.578928	0.140657	0.803155
1893	60.753803	12.681509	-8.123355	-0.618433	0.614176	-0.490233	-0.514875	-0.787964	-0.337663	-0.593671	0.043587	0.803527
1894	60.435650	12.987874	-8.357515	-0.651326	0.611114	-0.449792	-0.462110	-0.789625	-0.403667	-0.601854	-0.055066	0.796705
1895	60.101770	13.291772	-8.572127	-0.683927	0.604257	-0.408799	-0.409681	-0.781754	-0.470130	-0.603660	-0.154057	0.782215
1896	59.752347	13.591496	-8.766988	-0.716044	0.593440	-0.367572	-0.358240	-0.764337	-0.536147	-0.599120	-0.252226	0.759893
1897	59.386644	13.884743	-8.940696	-0.747390	0.578731	-0.326310	-0.308583	-0.737337	-0.600925	-0.588374	-0.348432	0.729665
1898	59.004671	14.169163	-9.092704	-0.777727	0.560116	-0.285324	-0.261387	-0.700964	-0.663571	-0.571679	-0.441497	0.691566
1899	58.608441	14.443615	-9.225214	-0.806827	0.537596	-0.244990	-0.217271	-0.655629	-0.723148	-0.549384	-0.530227	0.645784
1900	58.198568	14.706387	-9.338577	-0.834471	0.511230	-0.205675	-0.176777	-0.601866	-0.778786	-0.521927	-0.613515	0.592613
1901	57.774940	14.954789	-9.432064	-0.860404	0.481268	-0.167585	-0.140559	-0.540207	-0.829710	-0.489844	-0.690331	0.532443
1902	57.338156	15.186474	-9.505847	-0.884391	0.448001	-0.130948	-0.109185	-0.471346	-0.875164	-0.453796	-0.759689	0.465770
1903	56.890384	15.401338	-9.562529	-0.906298	0.411559	-0.096138	-0.082933	-0.396228	-0.914399	-0.414422	-0.820745	0.393233
1904	56.432603	15.598054	-9.602968	-0.925963	0.372250	-0.063430	-0.062115	-0.315836	-0.946778	-0.372471	-0.872742	0.315575
1905	55.965319	15.774022	-9.627171	-0.943240	0.330465	-0.033031	-0.046945	-0.231127	-0.971790	-0.328777	-0.915081	0.233522
1906	55.489603	15.927392	-9.635984	-0.958009	0.286694	-0.005000	-0.037679	-0.143154	-0.988983	-0.284251	-0.947266	0.147945
1907	55.007443	16.059271	-9.632063	-0.970260	0.241212	0.020316	-0.034104	-0.053124	-0.998005	-0.239652	-0.969017	0.059770
1908	54.519980	16.169024	-9.616656	-0.979980	0.194462	0.042698	-0.036013	0.037786	-0.998637	-0.195810	-0.980182	-0.030027
1909	54.028148	16.254637	-9.590449	-0.987178	0.147021	0.062158	-0.043249	0.128483	-0.990768	-0.153650	-0.980753	-0.120477
1910	53.533194	16.315158	-9.554749	-0.991923	0.099380	0.078822	-0.055599	0.217880	-0.974391	-0.114009	-0.970903	-0.210594
1911	53.036555	16.352829	-9.511922	-0.994414	0.051985	0.091860	-0.071787	0.304903	-0.949674	-0.077377	-0.950964	-0.299468
1912	52.539183	16.367945	-9.463824	-0.994934	0.005540	0.100376	-0.090348	0.388556	-0.916985	-0.044081	-0.921409	-0.386087
1913	52.041961	16.359636	-9.412474	-0.993778	-0.039236	0.104236	-0.110445	0.467962	-0.876820	-0.014376	-0.882877	-0.469384
1914	51.545729	16.328325	-9.360361	-0.991266	-0.081706	0.103513	-0.131360	0.542459	-0.829749	0.011644	-0.836100	-0.548454
1915	51.050995	16.277251	-9.309719	-0.987675	-0.121649	0.098492	-0.152734	0.611453	-0.776400	0.034225	-0.781874	-0.622496
1916	50.558182	16.207657	-9.262387	-0.983245	-0.158752	0.089589	-0.174266	0.674451	-0.717459	0.053475	-0.721050	-0.690816
1917	50.067788	16.119826	-9.220476	-0.978210	-0.192697	0.077288	-0.195653	0.731026	-0.653698	0.069466	-0.654575	-0.752799
1918	49.580175	16.014963	-9.185841	-0.972745	-0.223401	0.062115	-0.216744	0.780851	-0.585913	0.082391	-0.583407	-0.807990
1919	49.095279	15.896145	-9.159123	-0.966937	-0.251086	0.044603	-0.237643	0.823718	-0.514795	0.092517	-0.508374	-0.856152
1920	48.613221	15.764747	-9.141257	-0.960887	-0.275789	0.025237	-0.258272	0.859492	-0.441100	0.099960	-0.430365	-0.897103
1921	48.134299	15.621409	-9.133691	-0.954689	-0.297573	0.004425	-0.278512	0.888100	-0.365664	0.104882	-0.350328	-0.930736
1922	47.658668	15.467351	-9.137375	-0.948393	-0.316622	-0.017351	-0.298368	0.909567	-0.289249	0.107364	-0.269145	-0.957097
1923	47.186093	15.304765	-9.151714	-0.941986	-0.333280	-0.039836	-0.317933	0.924003	-0.212456	0.107616	-0.187466	-0.976358
1924	46.716617	15.134681	-9.176943	-0.935477	-0.347773	-0.062747	-0.337199	0.931564	-0.135958	0.105736	-0.106027	-0.988726
1925	46.250511	14.957616	-9.213958	-0.928823	-0.360455	-0.085794	-0.356266	0.932425	-0.060487	0.101799	-0.025617	-0.994475
1926	45.787953	14.774312	-9.263117	-0.921990	-0.371615	-0.108795	-0.375154	0.926867	0.013335	0.095883	0.053110	-0.993975
1927	45.328730	14.585995	-9.323317	-0.914898	-0.381582	-0.131746	-0.393954	0.915184	0.085084	0.088105	0.129745	-0.987625
1928	44.872993	14.393089	-9.394505	-0.907443	-0.390719	-0.154552	-0.412787	0.897664	0.154293	0.078450	0.203809	-0.975862
1929	44.421221	14.195544	-9.477319	-0.899477	-0.399551	-0.176917	-0.431857	0.874579	0.220480	0.066635	0.274719	-0.959213
1930	43.973675	13.993577	-9.571624	-0.891414	-0.407569	-0.198162	-0.450176	0.846691	0.283647	0.052177	0.342055	-0.938230
1931	43.530001	13.787996	-9.675877	-0.883376	-0.414692	-0.218352	-0.467330	0.814559	0.343652	0.035350	0.405616	-0.913360
1932	43.090171	13.579165	-9.789558	-0.875416	-0.421046	-0.237417	-0.483094	0.778713	0.400282	0.016343	0.465108	-0.885103
1933	42.654386	13.367234	-9.912696	-0.867650	-0.426681	-0.255198	-0.497154	0.739821	0.453325	-0.004624	0.520200	-0.854032
1934	42.222624	13.152500	-10.044832	-0.860144	-0.431736	-0.271582	-0.509321	0.698528	0.502645	-0.027303	0.570669	-0.820726
1935	41.794372	12.935528	-10.184515	-0.853032	-0.436077	-0.286658	-0.519336	0.655427	0.548366	-0.051247	0.616646	-0.785571
1936	41.369443	12.716598	-10.331130	-0.846351	-0.439812	-0.300425	-0.527158	0.611088	0.590487	-0.076118	0.658131	-0.749046
1937	40.947803	12.495888	-10.484430	-0.840228	-0.442970	-0.312720	-0.532636	0.566242	0.629022	-0.101562	0.695088	-0.711715
1938	40.529206	12.273690	-10.643803	-0.834799	-0.445493	-0.323492	-0.535684	0.521606	0.664056	-0.127097	0.727642	-0.674079
1939	40.113043	12.050435	-10.808003	-0.830045	-0.447431	-0.332913	-0.536475	0.477482	0.695849	-0.152384	0.756185	-0.636367
1940	39.699008	11.826374	-10.976431	-0.825950	-0.448819	-0.341128	-0.535221	0.434262	0.724538	-0.177047	0.781011	-0.598896
1941	39.286906	11.601722	-11.148773	-0.822534	-0.449684	-0.348169	-0.532101	0.392391	0.750265	-0.200763	0.802380	-0.562033
1942	38.876401	11.376781	-11.324518	-0.819895	-0.449906	-0.354058	-0.527221	0.352252	0.773277	-0.223184	0.820672	-0.526009
