"No."	"PosX"	"PosY"	"PosZ"	"FrontX"	"FrontY"	"FrontZ"	"LeftX"	"LeftY"	"LeftZ"	"UpX"	"UpY"	"UpZ"
1	-32.100887	10.100006	-0.527689	1.000000	0.000000	-0.000610	-0.000610	0.000000	-1.000000	0.000000	1.000000	0.000000
2	-31.600912	10.095088	-0.528500	0.999943	-0.010567	-0.001756	-0.001755	0.000104	-0.999998	0.010567	0.999944	0.000086
3	-31.100942	10.089741	-0.529425	0.999941	-0.010687	-0.001907	-0.001907	0.000008	-0.999998	0.010687	0.999943	-0.000013
4	-30.600971	10.084422	-0.530410	0.999942	-0.010561	-0.002031	-0.002031	0.000009	-0.999998	0.010561	0.999944	-0.000012
5	-30.100999	10.079182	-0.531443	0.999944	-0.010365	-0.002136	-0.002136	0.000010	-0.999998	0.010365	0.999946	-0.000012
6	-29.601027	10.074062	-0.532528	0.999946	-0.010133	-0.002194	-0.002194	0.000010	-0.999998	0.010133	0.999949	-0.000012
7	-29.101053	10.069058	-0.533657	0.999948	-0.009891	-0.002289	-0.002289	0.000011	-0.999997	0.009891	0.999951	-0.000011
8	-28.601078	10.064176	-0.534827	0.999951	-0.009624	-0.002384	-0.002384	0.000012	-0.999997	0.009624	0.999954	-0.000011
9	-28.101102	10.059425	-0.536040	0.999953	-0.009341	-0.002480	-0.002480	0.000013	-0.999997	0.009341	0.999956	-0.000010
10	-27.601125	10.054835	-0.537303	0.999956	-0.009049	-0.002575	-0.002575	0.000014	-0.999997	0.009049	0.999959	-0.000010
11	-27.101147	10.050391	-0.538611	0.999958	-0.008736	-0.002670	-0.002670	0.000014	-0.999996	0.008736	0.999962	-0.000009
12	-26.601167	10.046100	-0.539964	0.999961	-0.008406	-0.002766	-0.002766	0.000015	-0.999996	0.008406	0.999965	-0.000008
13	-26.101186	10.041971	-0.541364	0.999963	-0.008065	-0.002861	-0.002861	0.000015	-0.999996	0.008065	0.999967	-0.000008
14	-25.601203	10.038043	-0.542821	0.999966	-0.007692	-0.002956	-0.002956	0.000016	-0.999996	0.007692	0.999970	-0.000007
15	-25.101220	10.034299	-0.544331	0.999969	-0.007291	-0.003071	-0.003071	0.000017	-0.999995	0.007291	0.999973	-0.000006
16	-24.601235	10.030750	-0.545896	0.999971	-0.006875	-0.003185	-0.003185	0.000017	-0.999995	0.006875	0.999976	-0.000005
17	-24.101249	10.027409	-0.547519	0.999974	-0.006430	-0.003319	-0.003319	0.000018	-0.999994	0.006430	0.999979	-0.000004
18	-23.601261	10.024329	-0.549215	0.999976	-0.005943	-0.003462	-0.003462	0.000018	-0.999994	0.005943	0.999982	-0.000002
19	-23.101272	10.021483	-0.550975	0.999979	-0.005466	-0.003586	-0.003586	0.000019	-0.999994	0.005466	0.999985	-0.000001
20	-22.601282	10.018862	-0.552798	0.999981	-0.005005	-0.003710	-0.003710	0.000019	-0.999993	0.005005	0.999987	0.000000
21	-22.101292	10.016456	-0.554680	0.999982	-0.004567	-0.003815	-0.003815	0.000019	-0.999993	0.004567	0.999990	0.000002
22	-21.601300	10.014288	-0.556628	0.999984	-0.004158	-0.003948	-0.003948	0.000019	-0.999992	0.004158	0.999991	0.000003
23	-21.101308	10.012313	-0.558629	0.999985	-0.003760	-0.004044	-0.004044	0.000019	-0.999992	0.003760	0.999993	0.000004
24	-20.601315	10.010523	-0.560682	0.999986	-0.003387	-0.004168	-0.004168	0.000019	-0.999991	0.003387	0.999994	0.000005
25	-20.101322	10.008908	-0.562782	0.999986	-0.003030	-0.004273	-0.004272	0.000019	-0.999991	0.003030	0.999995	0.000006
26	-19.601329	10.007486	-0.564936	0.999987	-0.002703	-0.004358	-0.004358	0.000019	-0.999991	0.002703	0.999996	0.000007
27	-19.101336	10.006218	-0.567133	0.999987	-0.002387	-0.004425	-0.004425	0.000019	-0.999990	0.002387	0.999997	0.000008
28	-18.601342	10.005096	-0.569371	0.999988	-0.002095	-0.004520	-0.004520	0.000019	-0.999990	0.002095	0.999998	0.000009
29	-18.101348	10.004113	-0.571646	0.999988	-0.001820	-0.004578	-0.004578	0.000019	-0.999990	0.001820	0.999998	0.000010
30	-17.601354	10.003277	-0.573963	0.999988	-0.001564	-0.004664	-0.004663	0.000018	-0.999989	0.001564	0.999999	0.000011
31	-17.101360	10.002560	-0.576312	0.999988	-0.001324	-0.004730	-0.004730	0.000018	-0.999989	0.001324	0.999999	0.000011
32	-16.601366	10.001953	-0.578692	0.999988	-0.001101	-0.004797	-0.004797	0.000017	-0.999988	0.001101	0.999999	0.000012
33	-16.101372	10.001446	-0.581099	0.999988	-0.000904	-0.004845	-0.004845	0.000017	-0.999988	0.000905	1.000000	0.000013
34	-15.601378	10.001046	-0.583536	0.999988	-0.000725	-0.004892	-0.004892	0.000017	-0.999988	0.000725	1.000000	0.000013
35	-15.101384	10.000726	-0.585995	0.999988	-0.000567	-0.004940	-0.004940	0.000016	-0.999988	0.000567	1.000000	0.000013
36	-14.601391	10.000479	-0.588474	0.999988	-0.000425	-0.004973	-0.004973	0.000016	-0.999988	0.000425	1.000000	0.000014
37	-14.101397	10.000296	-0.590971	0.999987	-0.000300	-0.005016	-0.005016	0.000015	-0.999987	0.000300	1.000000	0.000014
38	-13.601403	10.000174	-0.593485	0.999987	-0.000200	-0.005040	-0.005040	0.000015	-0.999987	0.000200	1.000000	0.000014
39	-13.101410	10.000096	-0.596011	0.999987	-0.000120	-0.005064	-0.005064	0.000014	-0.999987	0.000120	1.000000	0.000014
40	-12.601416	10.000052	-0.598546	0.999987	-0.000060	-0.005074	-0.005074	0.000014	-0.999987	0.000060	1.000000	0.000013
41	-12.101423	10.000032	-0.601089	0.999987	-0.000022	-0.005093	-0.005093	0.000013	-0.999987	0.000022	1.000000	0.000013
42	-11.601429	10.000029	-0.603635	0.999987	-0.000004	-0.005093	-0.005093	0.000013	-0.999987	0.000004	1.000000	0.000013
43	-11.101435	10.000029	-0.606183	0.999987	0.000000	-0.005093	-0.005093	0.000012	-0.999987	0.000000	1.000000	0.000012
44	-10.601442	10.000029	-0.608730	0.999987	0.000000	-0.005093	-0.005093	0.000012	-0.999987	0.000000	1.000000	0.000012
45	-10.101448	10.000029	-0.611278	0.999987	0.000000	-0.005093	-0.005093	0.000011	-0.999987	0.000000	1.000000	0.000011
46	-9.601455	10.000029	-0.613825	0.999987	0.000000	-0.005093	-0.005093	0.000011	-0.999987	-0.000000	1.000000	0.000011
47	-9.101461	10.000029	-0.616373	0.999987	0.000000	-0.005093	-0.005093	0.000010	-0.999987	0.000000	1.000000	0.000010
48	-8.601468	10.000029	-0.618920	0.999987	0.000000	-0.005093	-0.005093	0.000010	-0.999987	0.000000	1.000000	0.000010
49	-8.101474	10.000029	-0.621468	0.999987	0.000000	-0.005093	-0.005093	0.000010	-0.999987	0.000000	1.000000	0.000010
50	-7.601481	10.000029	-0.624015	0.999987	0.000000	-0.005093	-0.005093	0.000009	-0.999987	-0.000000	1.000000	0.000009
51	-7.101487	10.000029	-0.626563	0.999987	0.000000	-0.005093	-0.005093	0.000008	-0.999987	0.000000	1.000000	0.000008
52	-6.601494	10.000029	-0.629111	0.999987	0.000000	-0.005093	-0.005093	0.000008	-0.999987	0.000000	1.000000	0.000008
53	-6.101500	10.000029	-0.631658	0.999987	0.000000	-0.005093	-0.005093	0.000007	-0.999987	0.000000	1.000000	0.000007
54	-5.601507	10.000029	-0.634206	0.999987	0.000000	-0.005093	-0.005093	0.000007	-0.999987	-0.000000	1.000000	0.000007
55	-5.101513	10.000029	-0.636753	0.999987	0.000000	-0.005093	-0.005093	0.000007	-0.999987	-0.000000	1.000000	0.000007
56	-4.601520	10.000029	-0.639301	0.999987	0.000000	-0.005093	-0.005093	0.000006	-0.999987	0.000000	1.000000	0.000006
57	-4.101526	10.000029	-0.641849	0.999987	0.000000	-0.005093	-0.005093	0.000006	-0.999987	0.000000	1.000000	0.000006
58	-3.601533	10.000029	-0.644396	0.999987	0.000000	-0.005097	-0.005097	0.000005	-0.999987	-0.000000	1.000000	0.000005
59	-3.101539	10.000029	-0.646944	0.999987	0.000000	-0.005097	-0.005097	0.000005	-0.999987	0.000000	1.000000	0.000005
60	-2.601546	10.000029	-0.649491	0.999987	0.000000	-0.005097	-0.005097	0.000005	-0.999987	-0.000000	1.000000	0.000005
61	-2.101552	10.000029	-0.652039	0.999987	0.000000	-0.005097	-0.005097	0.000004	-0.999987	-0.000000	1.000000	0.000004
62	-1.601559	10.000029	-0.654587	0.999987	0.000000	-0.005095	-0.005095	0.000004	-0.999987	0.000000	1.000000	0.000004
63	-1.101565	10.000029	-0.657135	0.999987	0.000000	-0.005095	-0.005095	0.000003	-0.999987	-0.000000	1.000000	0.000003
64	-0.601572	10.000029	-0.659682	0.999987	0.000000	-0.005095	-0.005095	0.000003	-0.999987	-0.000000	1.000000	0.000003
65	-0.101578	10.000029	-0.662230	0.999987	-0.000000	-0.005095	-0.005095	0.000003	-0.999987	0.000000	1.000000	0.000003
66	0.398415	10.000029	-0.664778	0.999987	0.000000	-0.005095	-0.005095	0.000002	-0.999987	-0.000000	1.000000	0.000002
67	0.898409	10.000029	-0.667326	0.999987	0.000000	-0.005095	-0.005095	0.000002	-0.999987	0.000000	1.000000	0.000002
68	1.398402	10.000029	-0.669873	0.999987	0.000000	-0.005095	-0.005095	0.000002	-0.999987	0.000000	1.000000	0.000002
69	1.898396	10.000029	-0.672421	0.999987	0.000000	-0.005095	-0.005095	0.000001	-0.999987	0.000000	1.000000	0.000001
70	2.398389	10.000029	-0.674969	0.999987	0.000000	-0.005097	-0.005097	0.000001	-0.999987	-0.000000	1.000000	0.000001
71	2.898383	10.000029	-0.677517	0.999987	0.000000	-0.005097	-0.005097	0.000001	-0.999987	-0.000000	1.000000	0.000001
72	3.398376	10.000029	-0.680065	0.999987	0.000000	-0.005097	-0.005097	0.000000	-0.999987	0.000000	1.000000	0.000000
73	3.898370	10.000029	-0.682613	0.999987	0.000000	-0.005097	-0.005097	0.000000	-0.999987	-0.000000	1.000000	0.000000
74	4.398363	10.000029	-0.685161	0.999987	0.000000	-0.005093	-0.005093	0.000000	-0.999987	0.000000	1.000000	0.000000
75	4.898357	10.000029	-0.687709	0.999987	-0.000000	-0.005093	-0.005093	-0.000000	-0.999987	0.000000	1.000000	-0.000000
76	5.398350	10.000029	-0.690257	0.999987	-0.000000	-0.005093	-0.005093	-0.000000	-0.999987	0.000000	1.000000	-0.000000
77	5.898344	10.000029	-0.692805	0.999987	-0.000000	-0.005093	-0.005093	-0.000000	-0.999987	0.000000	1.000000	-0.000000
78	6.398337	10.000029	-0.695353	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	0.000000	1.000000	-0.000001
79	6.898331	10.000029	-0.697901	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	0.000000	1.000000	-0.000001
80	7.398324	10.000029	-0.700449	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	0.000000	1.000000	-0.000001
81	7.898318	10.000029	-0.702997	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	0.000000	1.000000	-0.000001
82	8.398311	10.000029	-0.705545	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	0.000000	1.000000	-0.000001
83	8.898305	10.000029	-0.708093	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	0.000000	1.000000	-0.000001
84	9.398298	10.000029	-0.710641	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	0.000000	1.000000	-0.000001
85	9.898292	10.000029	-0.713190	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	-0.000000	1.000000	-0.000001
86	10.398285	10.000029	-0.715738	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	-0.000000	1.000000	-0.000001
87	10.898279	10.000029	-0.718286	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	-0.000000	1.000000	-0.000001
88	11.398272	10.000029	-0.720834	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	-0.000000	1.000000	-0.000001
89	11.898266	10.000029	-0.723383	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	0.000000	1.000000	-0.000001
90	12.398259	10.000029	-0.725931	0.999987	-0.000000	-0.005093	-0.005093	-0.000001	-0.999987	-0.000000	1.000000	-0.000001
91	12.898253	10.000029	-0.728477	0.999987	-0.000000	-0.005083	-0.005083	-0.000001	-0.999987	-0.000000	1.000000	-0.000001
92	13.398246	10.000029	-0.731016	0.999987	-0.000000	-0.005059	-0.005059	-0.000001	-0.999987	0.000000	1.000000	-0.000001
93	13.898240	10.000029	-0.733535	0.999988	-0.000000	-0.004997	-0.004997	-0.000001	-0.999988	0.000000	1.000000	-0.000001
94	14.398234	10.000029	-0.736013	0.999988	-0.000000	-0.004916	-0.004916	-0.000001	-0.999988	-0.000000	1.000000	-0.000001
95	14.898228	10.000030	-0.738435	0.999989	-0.000000	-0.004778	-0.004778	-0.000001	-0.999989	0.000000	1.000000	-0.000001
96	15.398223	10.000030	-0.740779	0.999990	-0.000000	-0.004582	-0.004582	-0.000001	-0.999990	0.000000	1.000000	-0.000001
97	15.898218	10.000030	-0.743017	0.999991	-0.000000	-0.004329	-0.004329	-0.000001	-0.999991	0.000000	1.000000	-0.000001
98	16.398213	10.000030	-0.745089	0.999992	-0.000000	-0.003967	-0.003967	-0.000001	-0.999992	0.000000	1.000000	-0.000001
99	16.898210	10.000030	-0.746975	0.999994	-0.000000	-0.003547	-0.003547	-0.000001	-0.999994	0.000000	1.000000	-0.000001
100	17.398207	10.000030	-0.748636	0.999995	-0.000000	-0.003042	-0.003042	-0.000001	-0.999995	-0.000000	1.000000	-0.000001
101	17.898205	10.000030	-0.750030	0.999997	-0.000000	-0.002441	-0.002441	-0.000001	-0.999997	0.000000	1.000000	-0.000001
102	18.398204	10.000030	-0.751066	0.999998	-0.000000	-0.001763	-0.001763	-0.000001	-0.999998	-0.000000	1.000000	-0.000001
103	18.898203	10.000030	-0.751763	0.999999	-0.000000	-0.001048	-0.001048	-0.000001	-0.999999	0.000000	1.000000	-0.000001
104	19.398203	10.000031	-0.752107	1.000000	-0.000000	-0.000304	-0.000304	-0.000001	-1.000000	-0.000000	1.000000	-0.000001
105	19.898203	10.000031	-0.752096	1.000000	0.000000	0.000420	0.000420	-0.000000	-1.000000	-0.000000	1.000000	-0.000000
106	20.398203	10.000031	-0.751707	0.999999	0.000000	0.001040	0.001040	-0.000000	-0.999999	-0.000000	1.000000	-0.000000
107	20.898203	10.000031	-0.751033	0.999999	0.000000	0.001603	0.001603	-0.000000	-0.999999	0.000000	1.000000	-0.000000
108	21.398202	10.000031	-0.750110	0.999998	0.000000	0.002080	0.002080	-0.000000	-0.999998	0.000000	1.000000	-0.000000
109	21.898200	10.000031	-0.748968	0.999997	0.000000	0.002518	0.002518	0.000000	-0.999997	0.000000	1.000000	0.000000
110	22.398199	10.000031	-0.747608	0.999996	0.000000	0.002881	0.002881	0.000000	-0.999996	0.000000	1.000000	0.000000
111	22.898196	10.000031	-0.746091	0.999995	0.000000	0.003167	0.003167	0.000000	-0.999995	0.000000	1.000000	0.000000
112	23.398194	10.000031	-0.744442	0.999994	-0.000000	0.003424	0.003424	0.000000	-0.999994	0.000000	1.000000	0.000000
113	23.898191	10.000031	-0.742681	0.999993	-0.000000	0.003624	0.003624	0.000000	-0.999993	-0.000000	1.000000	0.000000
114	24.398187	10.000031	-0.740818	0.999993	-0.000000	0.003796	0.003796	0.000000	-0.999993	-0.000000	1.000000	0.000000
115	24.898183	10.000031	-0.738890	0.999992	-0.000000	0.003910	0.003910	0.000001	-0.999992	0.000000	1.000000	0.000001
116	25.398179	10.000031	-0.736913	0.999992	-0.000000	0.003996	0.003996	0.000001	-0.999992	0.000000	1.000000	0.000001
117	25.898175	10.000031	-0.734904	0.999992	-0.000000	0.004044	0.004044	0.000001	-0.999992	-0.000000	1.000000	0.000001
118	26.398171	10.000031	-0.732865	0.999991	-0.000000	0.004226	0.004226	0.000001	-0.999991	0.000000	1.000000	0.000001
119	26.898166	10.000031	-0.730537	0.999985	-0.000000	0.005554	0.005554	0.000001	-0.999985	0.000000	1.000000	0.000001
120	27.398154	10.000031	-0.727118	0.999961	-0.000000	0.008799	0.008799	0.000001	-0.999961	0.000000	1.000000	0.000001
121	27.898124	10.000031	-0.721695	0.999902	-0.000000	0.013973	0.013973	0.000001	-0.999902	0.000000	1.000000	0.000001
122	28.398043	10.000031	-0.712794	0.999775	-0.000000	0.021233	0.021233	0.000001	-0.999775	-0.000000	1.000000	0.000001
123	28.897875	10.000031	-0.699960	0.999543	-0.000000	0.030229	0.030229	0.000001	-0.999543	0.000000	1.000000	0.000001
124	29.397562	10.000031	-0.682401	0.999163	-0.000000	0.040913	0.040913	0.000001	-0.999163	0.000000	1.000000	0.000001
125	29.897026	10.000031	-0.659335	0.998584	-0.000000	0.053200	0.053200	0.000001	-0.998584	0.000000	1.000000	0.000001
126	30.396091	10.000031	-0.628863	0.997728	-0.000000	0.067375	0.067375	0.000001	-0.997728	0.000000	1.000000	0.000001
127	30.894662	10.000031	-0.591205	0.996545	-0.000000	0.083057	0.083057	0.000001	-0.996545	0.000000	1.000000	0.000001
128	31.392571	10.000031	-0.545654	0.994962	-0.000000	0.100254	0.100254	0.000001	-0.994962	0.000000	1.000000	0.000001
129	31.889622	10.000031	-0.491510	0.992906	-0.000000	0.118901	0.118901	0.000001	-0.992906	0.000000	1.000000	0.000001
130	32.385364	10.000031	-0.426481	0.990269	-0.000000	0.139164	0.139164	0.000001	-0.990269	-0.000000	1.000000	0.000001
131	32.879674	10.000031	-0.351388	0.986994	-0.000000	0.160760	0.160760	0.000001	-0.986994	0.000000	1.000000	0.000001
132	33.372243	10.000031	-0.265624	0.982999	-0.000000	0.183612	0.183612	0.000001	-0.982999	-0.000000	1.000000	0.000001
133	33.862724	10.000031	-0.168604	0.978205	-0.000000	0.207642	0.207642	0.000001	-0.978205	-0.000000	1.000000	0.000001
134	34.350277	10.000031	-0.057809	0.972554	-0.000000	0.232678	0.232678	0.000001	-0.972554	-0.000000	1.000000	0.000001
135	34.834921	10.000031	0.065050	0.966203	-0.000000	0.257782	0.257782	0.000001	-0.966203	-0.000000	1.000000	0.000001
136	35.316358	10.000031	0.199931	0.959171	-0.000000	0.282825	0.282825	0.000001	-0.959171	-0.000000	1.000000	0.000001
137	35.794254	10.000031	0.346889	0.951369	-0.000000	0.308054	0.308054	0.000000	-0.951369	-0.000000	1.000000	0.000000
138	36.267524	10.000031	0.508122	0.942596	-0.000000	0.333934	0.333934	0.000000	-0.942596	-0.000000	1.000000	0.000000
139	36.736305	10.000031	0.681942	0.932718	0.000000	0.360607	0.360607	0.000000	-0.932718	0.000000	1.000000	0.000000
140	37.200045	10.000031	0.868789	0.921531	0.000000	0.388305	0.388305	-0.000000	-0.921531	-0.000000	1.000000	-0.000000
141	37.658070	10.000031	1.069256	0.908725	0.000000	0.417396	0.417396	-0.000001	-0.908725	-0.000000	1.000000	-0.000001
142	38.108347	10.000031	1.286555	0.893728	0.000000	0.448609	0.448609	-0.000001	-0.893728	0.000000	1.000000	-0.000001
143	38.550777	10.000031	1.519363	0.876120	0.000000	0.482093	0.482093	-0.000001	-0.876120	-0.000000	1.000000	-0.000001
144	38.984012	10.000031	1.768847	0.855202	0.000000	0.518295	0.518295	-0.000001	-0.855202	0.000000	1.000000	-0.000001
145	39.406310	10.000031	2.036450	0.830020	0.000001	0.557733	0.557733	-0.000001	-0.830020	0.000000	1.000000	-0.000001
146	39.812871	10.000031	2.327358	0.798537	0.000001	0.601945	0.601945	-0.000001	-0.798537	0.000000	1.000000	-0.000001
147	40.202406	10.000031	2.640579	0.759200	0.000001	0.650857	0.650857	-0.000001	-0.759200	0.000000	1.000000	-0.000001
148	40.570731	10.000031	2.978422	0.709321	0.000001	0.704886	0.704886	-0.000001	-0.709321	-0.000000	1.000000	-0.000001
149	40.912152	10.000031	3.343457	0.646232	0.000001	0.763141	0.763141	-0.000001	-0.646232	-0.000000	1.000000	-0.000001
150	41.214229	10.000031	3.741589	0.570092	0.000001	0.821581	0.821581	-0.000001	-0.570092	0.000000	1.000000	-0.000001
151	41.478150	10.000031	4.165839	0.488571	0.000000	0.872524	0.872524	-0.000000	-0.488571	0.000000	1.000000	-0.000000
152	41.702306	10.000031	4.612401	0.405540	0.000000	0.914077	0.914077	0.000000	-0.405540	0.000000	1.000000	0.000000
153	41.886993	10.000031	5.076824	0.325537	0.000000	0.945529	0.945529	0.000000	-0.325537	0.000000	1.000000	0.000000
154	42.029222	10.000031	5.556028	0.254172	0.000000	0.967159	0.967159	0.000000	-0.254172	0.000000	1.000000	0.000000
155	42.139538	10.000031	6.043553	0.192503	0.000000	0.981296	0.981296	0.000000	-0.192503	0.000000	1.000000	0.000000
156	42.222814	10.000031	6.536462	0.141523	0.000000	0.989935	0.989935	0.000000	-0.141523	0.000000	1.000000	0.000000
157	42.284018	10.000031	7.032653	0.101383	0.000000	0.994847	0.994847	0.000000	-0.101383	0.000000	1.000000	0.000000
158	42.326232	10.000031	7.530850	0.073209	0.000000	0.997317	0.997317	0.000000	-0.073209	0.000000	1.000000	0.000000
159	42.357358	10.000031	8.029868	0.054567	0.000000	0.998510	0.998510	0.000000	-0.054567	0.000000	1.000000	0.000000
160	42.381718	10.000031	8.529270	0.044773	0.000000	0.998997	0.998997	0.000000	-0.044773	0.000000	1.000000	0.000000
161	42.403232	10.000031	9.028807	0.042345	0.000000	0.999103	0.999103	0.000000	-0.042345	0.000000	1.000000	0.000000
162	42.424395	10.000031	9.528359	0.042345	0.000000	0.999103	0.999103	0.000000	-0.042345	0.000000	1.000000	0.000000
163	42.445562	10.000031	10.027911	0.042345	0.000000	0.999103	0.999103	0.000000	-0.042345	0.000000	1.000000	0.000000
164	42.466729	10.000031	10.527462	0.042345	0.000000	0.999103	0.999103	0.000000	-0.042345	0.000000	1.000000	0.000000
165	42.487896	10.000031	11.027014	0.042326	0.000000	0.999104	0.999104	0.000000	-0.042326	0.000000	1.000000	0.000000
166	42.509063	10.000031	11.526566	0.042326	0.000000	0.999104	0.999104	0.000000	-0.042326	0.000000	1.000000	0.000000
167	42.530230	10.000031	12.026118	0.042326	0.000000	0.999104	0.999104	0.000000	-0.042326	0.000000	1.000000	0.000000
168	42.551397	10.000031	12.525669	0.042326	0.000000	0.999104	0.999104	0.000000	-0.042326	0.000000	1.000000	0.000000
169	42.572561	10.000031	13.025221	0.042326	0.000000	0.999104	0.999104	0.000000	-0.042326	0.000000	1.000000	0.000000
170	42.593727	10.000031	13.524773	0.042326	0.000000	0.999104	0.999104	0.000000	-0.042326	0.000000	1.000000	0.000000
171	42.614891	10.000031	14.024325	0.042326	0.000000	0.999104	0.999104	0.000000	-0.042326	0.000000	1.000000	0.000000
172	42.636055	10.000031	14.523877	0.042340	0.000000	0.999103	0.999103	0.000000	-0.042340	0.000000	1.000000	0.000000
173	42.657211	10.000031	15.023429	0.042018	0.000000	0.999117	0.999117	0.000000	-0.042018	0.000000	1.000000	0.000000
174	42.677179	10.000031	15.523029	0.036456	0.000000	0.999335	0.999335	0.000000	-0.036456	0.000000	1.000000	0.000000
175	42.692280	10.000031	16.022792	0.021825	0.000000	0.999762	0.999762	0.000000	-0.021825	0.000000	1.000000	0.000000
176	42.697905	10.000031	16.522738	-0.003656	0.000000	0.999993	0.999993	-0.000016	0.003656	0.000016	1.000000	-0.000000
177	42.688431	10.000031	17.022615	-0.041906	0.000001	0.999122	0.999122	-0.000022	0.041906	0.000022	1.000000	0.000000
178	42.652969	10.000031	17.521264	-0.097337	0.000002	0.995252	0.995252	-0.000022	0.097337	0.000022	1.000000	-0.000000
179	42.586906	10.000031	18.016671	-0.168617	0.000004	0.985682	0.985682	-0.000021	0.168617	0.000022	1.000000	0.000000
180	42.482977	10.000031	18.505456	-0.254698	-0.000002	0.967021	0.967021	-0.000023	0.254698	0.000022	1.000000	0.000008
181	42.334682	10.000031	18.982686	-0.351759	-0.000003	0.936091	0.936091	-0.000024	0.351759	0.000022	1.000000	0.000011
182	42.130497	10.000031	19.438735	-0.453276	-0.000002	0.891370	0.891370	-0.000026	0.453276	0.000022	1.000000	0.000014
183	41.878857	10.000031	19.870254	-0.548062	-0.000006	0.836438	0.836438	-0.000030	0.548062	0.000022	1.000000	0.000022
184	41.584916	10.000031	20.274251	-0.627973	-0.000003	0.778235	0.778235	-0.000031	0.627973	0.000022	1.000000	0.000022
185	41.255708	10.000031	20.650297	-0.693420	-0.000008	0.720534	0.720534	-0.000038	0.693420	0.000022	1.000000	0.000033
186	40.893693	10.000031	20.994971	-0.746405	-0.000005	0.665492	0.665492	-0.000039	0.746405	0.000022	1.000000	0.000033
187	40.508651	10.000031	21.313659	-0.790617	-0.000003	0.612311	0.612311	-0.000039	0.790617	0.000022	1.000000	0.000033
188	40.104157	10.000031	21.607307	-0.827831	-0.000005	0.560978	0.560978	-0.000046	0.827831	0.000022	1.000000	0.000041
189	39.683002	10.000031	21.876629	-0.859372	-0.000004	0.511351	0.511351	-0.000049	0.859372	0.000022	1.000000	0.000044
190	39.245672	10.000031	22.118840	-0.886063	-0.000001	0.463564	0.463564	-0.000049	0.886063	0.000022	1.000000	0.000044
191	38.796560	10.000031	22.338373	-0.908994	0.000002	0.416809	0.416809	-0.000049	0.908994	0.000022	1.000000	0.000044
192	38.337247	10.000031	22.535695	-0.928666	0.000004	0.370918	0.370918	-0.000049	0.928666	0.000022	1.000000	0.000044
193	37.869068	10.000031	22.711039	-0.945483	0.000006	0.325672	0.325672	-0.000048	0.945483	0.000022	1.000000	0.000044
194	37.392269	10.000031	22.861392	-0.959642	0.000004	0.281223	0.281223	-0.000044	0.959642	0.000016	1.000000	0.000041
195	36.909348	10.000031	22.990665	-0.971157	-0.000008	0.238442	0.238442	-0.000032	0.971157	0.000000	1.000000	0.000033
196	36.421566	10.000031	23.100239	-0.979901	-0.000007	0.199485	0.199485	-0.000032	0.979901	0.000000	1.000000	0.000033
197	35.930102	10.000031	23.192044	-0.986303	-0.000004	0.164941	0.164941	-0.000021	0.986303	0.000000	1.000000	0.000022
198	35.435616	10.000031	23.265946	-0.990832	-0.000003	0.135102	0.135102	-0.000019	0.990832	-0.000000	1.000000	0.000019
199	34.939322	10.000031	23.326499	-0.994038	-0.000001	0.109030	0.109030	-0.000011	0.994038	-0.000000	1.000000	0.000011
200	34.441738	10.000031	23.375384	-0.996256	-0.000000	0.086447	0.086447	-0.000003	0.996256	-0.000000	1.000000	0.000003
201	33.943250	10.000031	23.414095	-0.997752	0.000001	0.067008	0.067008	0.000011	0.997752	-0.000000	1.000000	-0.000011
202	33.444088	10.000031	23.442931	-0.998705	0.000001	0.050870	0.050870	0.000025	0.998705	-0.000000	1.000000	-0.000025
203	32.944569	10.000031	23.464694	-0.999303	0.000001	0.037325	0.037325	0.000033	0.999303	0.000000	1.000000	-0.000033
204	32.444825	10.000031	23.480537	-0.999657	0.000001	0.026181	0.026181	0.000041	0.999657	-0.000000	1.000000	-0.000041
205	31.944947	10.000031	23.491481	-0.999853	0.000001	0.017148	0.017148	0.000065	0.999853	-0.000000	1.000000	-0.000066
206	31.444991	10.000031	23.498052	-0.999946	0.000001	0.010398	0.010398	0.000079	0.999946	-0.000000	1.000000	-0.000079
207	30.945007	10.000031	23.501841	-0.999985	0.000000	0.005422	0.005422	0.000093	0.999985	-0.000000	1.000000	-0.000093
208	30.445010	10.000031	23.503657	-0.999998	0.000000	0.002133	0.002133	0.000106	0.999998	-0.000000	1.000000	-0.000106
209	29.945011	10.000031	23.504237	-1.000000	0.000000	0.000378	0.000378	0.000120	1.000000	-0.000000	1.000000	-0.000120
